title,level
VSCode should provide an API to allow extensions to launch a debug adapter,Lowest
Decorations with gutter icons hide breakpoint icons,Highest
[html] Angular 2 directives break HTML syntax highlighting,Lowest
setup on osx: automatically move to applications folder,Lowest
Manage more than three layout panels,Lowest
Inform user to restart VS Code after it has been updated on Linux,Lowest
Peek Definition should close after file jump,Lowest
Provide option to change the color of whitespaces,Lowest
Make revealing debug console on debug start a configuration,Lowest
"""Select all occurrences of current selection""can not select the contents of more than 1000 rows.",Lowest
Typing relative paths with intelligence,Lowest
VS Code not honoring ComSpec environment variable value,Lowest
Debug: open debug console automatically if debugged process fails with error,Lowest
Support to open multiple folders in one window,Lowest
Show git status for files in explorer,Medium
Find history ,Lowest
Support Sublime Text plugins,Lowest
Highlight changed stack frames,Lowest
Give option to change the key used for multi-selection,Lowest
Stack paging should not be implemented with a click,Lowest
debug - unwanted console.log output,Lowest
Git errors - give me action to show output,Lowest
debug - show console action should toggle better,Lowest
"Sort results in ""Go to file"" by how close they are to the working file (usability)",Low
ux - merge debug output into output,Lowest
api - expose configurations folder,Lowest
Manually restoring modified file back to saved state requires save,Lowest
Come up with better external terminal defaults on Linux,Lowest
where should i put my global tasks.json file vscode keeps creating it locally ,Lowest
[html] Allow to drag CSS or JS files into HTML to generate <link> tag or <script> tag,Low
Git: Use VS Code as merge editor,Highest
apply file.exclude rules to reference search and go to declaration,Lowest
Default font on Ubuntu looks terrible (should we ship a font with vscode?),Low
Webview: allow me to adjust my content based on theme,Lowest
We need a API - positionAt(byte offset),Lowest
Support latex and toc. etc..,Lowest
git.enabled should hide the Git icon and disable ctrl+shift+g,Lowest
Debugging with babel-register + NodeJs does not work,High
Detect large images and show progress while opening them,Lowest
Scroll when selecting text inside debug console,Lowest
Automatically generating getter and setter,Lowest
Enable support for opening multiple folders in workspace,Lowest
Improves `backspace` button for empty lines,Lowest
Support to browse a workspace from a network address,Lowest
enable/disable highlighting current line visual studio code,High
Install extensions without restarting the editor,Medium
Setup sync job for wiki,Lowest
Workbench should provide language agnostic actions to apply all quick fixes to a file,Lowest
Slow call stack response for TS repository,Lowest
Provide 'pause all' and 'continue all' threads action,Lowest
Decrease delay for File Search,Lowest
Sash double clicks to even all editor widths,Lowest
几个建议 希望vsc做的更好,Lowest
Feature request: symbols tree view,Highest
Support for custom editors registered via file extensions,Low
"new feature,how about change working file list to tabs",Lowest
Allow to scope settings by platform,Highest
Make the error message in the output window clickable to navigate to the error position.,Lowest
Hover on a file name in explorer should display file name,Lowest
Explorer should have a horizontal scroll,Low
Function completion does not work across multiple cursors,Lowest
Weird auto-completion results for Azure Storage Account type,Lowest
Add support to log tsserver communication to output channel.,Lowest
AutoSave when app looses focus,Lowest
List of required extensions for project,Low
Indent Patterns are not defined/work for Python,Lowest
Make pinning of editors configurable,Lowest
Debug exploration: Async Callstacks,Lowest
debug - merge Watch and Variables section,Lowest
Add a global action to add a new file in the explorer,Lowest
not display the space replacement character in string middle,Lowest
Search bar hide match word at first line,Lowest
Allow to open multiple folders in the same window,Lowest
Copy File in explorer should stop once something else was copied in the editor,Lowest
I hope vscode can index javascript functions in html files,Lowest
There is no search history,High
Add support to configure the UI Language through menu entries,Lowest
suggest give a plugin for user-defined snippets,Lowest
vscode can not index functions in PHP files,Lowest
PHP PDO ?! Not showing on intellisense,Lowest
 Spacemacs(evil) Style Key binding,Medium
Resize find widget,Lowest
Support custom terminal launch settings on OS X,Lowest
Support goto symbol for markdown files,Lowest
Build and distribute Snappy packages,High
adding support for a custom `node path` or setting version with NVM,Lowest
OnClick event on Gutter,High
Extension host API should support custom close action in show*Message calls,Lowest
Is there any way to select all the text matched by a regex search in column selection mode?,Low
Disable autoindent,High
Feature Request: Add the ability to create and manage Git pull requests from VS Code,Lowest
"Feature Request: Add separate Panels  for Updated Files(Newly Added, Modified and Deleted) and Unstaged Files",Lowest
"Tabbing through snippet placeholders is circular, the cycle breaks on ENTER or ESC. Need better user experience",Lowest
Emmet settings and other features,Low
I hope vscode can provide better auto-complete like eclipse,Lowest
VSCode do not support .sublime-syntax which is more powerful than .tmLanguage,High
Add Event into CompletionItemKind enum,Lowest
Improved column selection (Alt+select),Highest
Add support for mixed tab/spaces indentation,High
Support a goto file action in the explorer,Lowest
cannot disable syntax highlight,Lowest
Automatically detect encoding of the file opened,Highest
progress bar,Lowest
Add mouse chording support ,Lowest
JavaScript syntax highlighting,Medium
Snippets: Translate all tab characters (not just leading) to spaces,Lowest
No 24/7 inteli-sense in css comments,Lowest
Add ability to create new file within a new folder by typing e.g. 'folder_name/file_name',Lowest
Disable automatic highlighting of current token/word?,High
Simple fullscreen support,High
"""There are no updates currently available"" ",Lowest
Improve sidebar optimal resizing,Lowest
Espose charset of TextDocument in API,Lowest
Word completion should include words from other opened files,Highest
Tokenize lines with >=20k chars in one line,Lowest
Can you make the VSC to support multi project debug?,Lowest
"Expose product name in API, as env.productName",Lowest
use chrome/electron's spell checker for comments and text documents,Medium
How to detect shift shift key in VSCode?,Highest
Move selection horizontally,Lowest
Improve performance of vscode while being accessed remotely,Medium
Allow to add file reference with drag and drop.,Highest
Replace with selection problems,Lowest
Reference completion produces bad code,Lowest
Multiple cursors do not insert generated snippet at all cursors,Lowest
Add keybinding for resizing active pane in small increments,Lowest
[sql] add support for mysql,Lowest
Option for sorting files by type in Explorer,High
Allow to open same folder in multiple windows,Lowest
Shortcut keys `up` or `down` for markdown navigation,Lowest
Go back/forward should not consider points every 5 lines when navigating with keyboard,Lowest
Feature request: Provide more diagnostics information for source mapping,Lowest
Launch.json program path intellisense suggestions,Lowest
When user launch the Compare tool then it should not be part of multi-screen window.,Lowest
Multi instance of the file should preserve the break points.,Lowest
Search results not in monospace font,Medium
Tab character not treated as whitespace when deleting,Lowest
Open containing folder of open file,Lowest
"User should get ""Build success"" message when build is successful.",Lowest
Open Change option should not show for files without changes,Lowest
Ruby def/end should highlight the same as brackets,Low
feature: Add an option to hide private members in Intellisense,Lowest
Limit snippet typing bounds,Lowest
Get access to DOM event from tests,Lowest
Peek Window Refinements,Lowest
Diff editor: Show encoding and eol differences,Lowest
Allow debug-actions-widget position adjustable and configurable.,Lowest
"HoverProvider text using Markdown, URL to file + Line number?",Lowest
[html] format javascript in html,Lowest
Connect theme browsing to theme acquisition,Lowest
Filename number sort in explorer,Lowest
Add support for signing commits with GPG,High
Cannot validate php file Info popup should have option to open settings,Lowest
"Automatically fill ""files to include"" when opening search",Lowest
Support to scroll markdown preview with source scrolling,High
Printing support,Lowest
[rtl] Add Right-to-Left editing,Highest
"Should provide option for ""Show next statement"" to get the current debug point.",Lowest
Support dragging instruction pointer during debug,Lowest
Make search files exclusion editable,Lowest
Allow to get/set the encoding and charset,Lowest
Support snippet variables,Lowest
"(C#) Custom classes are recognized by intellisense, but not syntax highlighted",Low
Verified false breakpoint w/message does not reflect message in breakpoint list UI,Lowest
Allow hiding of activity bar,Low
[html] Add support for Angular2,Medium
Expand debug console objects as default,Lowest
Tasks.json environment variable expansion case sensitive,Lowest
Allow file operations on entries in opened editors,Lowest
Manage encoding files by extension of filenames,High
Support opening files through URL handling,Lowest
Auto-completion with Tab and Enter,Medium
Support portable settings,Low
Add read-only mode,Highest
Watch for deletes in out of workspace files,Lowest
"RUN: VS Code from no-or-not-enough-user-rights-supporting-based- (FAT-XX|exFAT|UDF) -drives, independent of targeted OS",Lowest
Animate sidebar toggling,Lowest
Enhanced Scrollbar (add minimap),Highest
Provide an action to reveal the currently active file in the explorer,Lowest
Allow YAML for all configuration files,Lowest
Provide file icons per file type,Low
Allow to disable drag and drop in the files explorer,Lowest
Question: Any plans to add CodeLens to JavaScript/TypeScript?,Lowest
"Tab in Makefile should use tab character, not spaces",Medium
[folding] Allow to specify if decorator should hide in collapsed region,Lowest
[html] Prevent single line auto-formatting for html attributes,Lowest
Add support for swipe gestures on Mac,Medium
TextDocument.insert unintentionally moves cursor to end of file when ...,Low
Define compatible platform for extensions,Lowest
Step Into (F11) steps into transpiled JavaScript when debugging TypeScript that uses async/await,Lowest
Expand selection functionality issues,Highest
Support paging of stack frames,Lowest
Code folding does not appear if code is not properly formatted,Lowest
Add extension deprecation and redirection,High
Not getting intellisense for predefined common variables in task.json and launch.json.,Lowest
Navigate the folder explorer by typing folder name,Lowest
Feature request: allow extension developers to add items to menu,Lowest
Task Runner: Provide input parameters,Highest
locale.json should have Intellisense for supported languages,Lowest
npm task detection should also detect scripts,Lowest
Show tooltips for labels that get truncated,Lowest
Autodetect indentSize takes template literal into account,Lowest
Find in folder should have same alt shortcuts for options as find in file,Lowest
Support for project subfolders with their own git repo,Lowest
Show Recently Opened Folders in Windows Task-Bar Jump-List,Lowest
"Add a setting to cancel ""Track Active Item in Sidebar""",Lowest
[folding] Fold all comments in a file,Low
User markdown-it or remarkable to replace marked for markdown render,Lowest
Incorrect rendering of ascii escape sequences in REPL,Lowest
"Not getting any option on UI to terminate running task (""Run task"" for Grunt.)",Lowest
Resize the sidebar and editor pannels by double-clicking on their border,Lowest
[json] Launch.json recommending properties before defining launch/attach,Lowest
Feature request: Add support for line and column numbers in the Go To File feature,Lowest
Add support to filter js.map files generated from ts files,Lowest
Provide a setting to change the font used for markdown preview,Lowest
Add platform detect functions in keybindings.json for `when` field,Lowest
Remove unneeded space(lead to trailing space) when insert multi new lines,Lowest
[json] provide intellisense for version in bower.json dependencies,Lowest
Allow to drop folders into the explorer from the desktop to copy them,Lowest
vscode.startDebug should take debug configuration json as argument,Lowest
Schema for locale.json,Lowest
Smooth scrolling,High
[Debug]Error pop-up should go away once user fix all the errors and started debugging.,Lowest
Please make the debug toolbar moveable.,Lowest
Debug type case sensitive,Lowest
Make explorer keybindings configurable,Low
Spaces/Tab status bar should also shortcut to 'Trim whitespace' action,Lowest
Marketplace extension descriptions should style kbd tags,Lowest
Feature request: install local extensions,Lowest
Please allow javascript editor in html script block,Lowest
No hotkey is available for navigating the call stack,Lowest
Improve File Association feature (status bar),Lowest
Expose paths constants in API,Lowest
Provide an option to not mix symbols and files in quick open,Lowest
[sass] CSS functions are not being highlighted consistently in CSS and Sass,Lowest
Different font in different regions,Lowest
[html][angular] Provide string based autocompletion when writing angular directives in html,Lowest
Provide comments in jsconfig.json to guide people towards using tsd to install typings file,Lowest
Feature request : add in code 'debugger;' to breakpoints panel for .ts and .js files,Lowest
Feature request : add in code 'debugger;' to breakpoints panel for .ts and .js files,Lowest
Macro recording,Highest
[snippets] Allow snippets where the prefix ends with =,Lowest
"Should JavaScript snippets automatically be made available to other JavaScript based languages (TypeScript, JavaScript React)",Lowest
Introduce a setting to configure display of hover widget,Lowest
Feature Request: Need a Git Commit command in the Command Palette,Lowest
Provide syntax highlighting for .gitignore files,Lowest
[ember] Provide syntax highlighting for robots.txt files,Lowest
[ember] Provide syntax highlighting for .watchmanconfig files (JSON),Lowest
[ember] Provide syntax highlighting for .ember-cli files (JSON),Lowest
Prompt clicking on debug wrench if there is no launch.json,Lowest
Support to pass in a name for the diff editor when using --diff,Lowest
Support callstack with more than 20 stack frames,Lowest
Store workspace UI state also for empty workspaces,Lowest
Possibility to open markdown preview editor into new window,Lowest
Do you even have 'go to definition' in php?,Lowest
Remove the prompt for C# installation,Lowest
Would you please add update notify for linux Editor?,Lowest
Can't do column selection with keyboard over Windows remote desktop,Lowest
Make color and shape of error markers configurable,Low
High-contrast theme should be default when OS is in High-Contrast Mode,Lowest
"Creating multiple cursors by using Cmd-Option-Down arrow goes to the next visual line, not the next logical line",Lowest
Formatter option could be inferred from linter options,Lowest
Feature Request: Ability to position multicursor via mousewheel,Lowest
Provide a command to delete the currently opened file,Lowest
Add auto detection of task to npm,Lowest
[ruby] Update ruby grammar,Lowest
Debug Console should support find,Highest
Should be able to search for extensions by creator,Lowest
Linter message is hiding under the debug action control.,Lowest
Add just-in-time tips to discover keyboard shortcuts and other techniques in context,Lowest
[CSS] provide color picker,Low
Page Up / Page Down in Debug Console,Lowest
View state of in-memory editors not preserved,Lowest
Provide API to access the locale and ui language,Lowest
Consider to not let debug adapters user errors show up in the dev console ,Lowest
Provide way to copy intellisense description to clipboard,Lowest
Provide API to pull information from language service,Lowest
jsconfig.json guidance - give me option to never get prompted again,Lowest
"Option to display derived files in one row in the explorer (for example, .c and .h)",Lowest
Feature Request: Ability to specify the working directory for a task,Lowest
Allow to edit the left hand side of a diff editor if possible,Highest
Provide a setting to define the `locale`,Lowest
Mac: Recent files should be split into files and folders,Lowest
Extension errors should be aggregated,Lowest
Improve diff editor title when comparing files,Lowest
Release note link does not respect vscode version,Lowest
Add something besides command line option to configure locale,Lowest
Indentation: Indicate to me mixed whitespace,Low
How to generate xxx.i18n.json,Lowest
Request: Linter messages are shown without mouse hover,High
[folding] Visual Studio-like code folding decoration,Lowest
Support npm auto detection,Lowest
Preview the changelog when looking for outdated extensions,Lowest
Add support for emmet in JSX constructs inside .js files,Lowest
Need user preferences for near-invisible widgets,Lowest
Streamline extension recommendations,Lowest
"Separate section for ""errors and warning"" output",Lowest
Format Typescript info on symbol/error hover,Lowest
Support virtual folder/file entries in the file view which are managed by extensions,Lowest
Debug console shows even if externalConsole is true in 0.10.10,Lowest
Auto Indent / Code Formatting / Beautify,Highest
[folding] Make it more obvious where a region is collapsed,Lowest
there is no hint when writing javascript in html file,Lowest
Comment block should handle nested comments,Lowest
[theme] Dark+ and Light+ should support git commit message scopes,Lowest
Provide command to open most recently closed file/editor,Lowest
Open folder should start the folder picker at the current folder,Lowest
[PHP] Function autocomplete not formatting correctly,Lowest
provide API for displaying color blocks like in CSS,Lowest
Distribute 64bit Windows,Lowest
Add copy context menu action to REPL,Lowest
Add suggested completions for key chords,High
[php] Highlighting / Colorization of Variables in Strings,Lowest
[folding] Collapse code block ignore comments inside this block,Lowest
[php] Provide more specific PHP scopes,Low
Images / media files cause error in git preview,Lowest
Support Elastic Tabstops,Highest
preLaunchTask: isWatching & relaunching,Lowest
Git Sidebar Filters and Sorting,Medium
Allow to diff 2 files in VS Code with command line arguments,Lowest
Render errors & warnings in gutter,Highest
'Please consider to open a bug' should have an action with a link to github,Lowest
[folding] add the possibility to always show the fold/unfold indicator,High
CSSnext & preCSS Support,High
Support to terminate extension host through IPC,Lowest
Include Code version number in download zip file name,Lowest
[less] support inner selector completions after '.abc:',Lowest
Show both Output and Debug Console at the same time,Lowest
[js] highlight method & function references,High
Support git commit message syntax highlighting,Lowest
Need option(s) to remove (less useful) status bar indicators,Highest
How can we run and capture the output npm scripts,Lowest
Additional debug output panels,Medium
Transition 'Previous Releases' Wiki page to github's Release page,Lowest
Improve task configuration/creation,Lowest
[bat] improve highlighting after echo,Lowest
Stopping a debug session should close the debug console,Lowest
Render white spaces: provide option to show white space between words,Medium
Add a setting for a lighter settings/keybindings editing experience,Lowest
[TextEditorOptions] support end of line,Lowest
[folding] Unfold should unfold based on folding history :smile:,Lowest
Pass debug configuration name to vscode.startDebug,Lowest
Allow bracket matching style customization,High
VSCode should flag errors on tsconfig.json,Lowest
Call out code blocks more prominently,Lowest
Ignore / suppress errors / warnings,Lowest
Missing keyboard shortcut features from Sublime Text,High
Extension for Logstash configuration syntax highlighting/completion,Lowest
Markdown: Support to follow local links,Medium
Snippets: allow to provide list of values for a tab stop,Lowest
Support variables in settings.json (e.g. ${workspaceRoot}),Low
[python] Wrong indentation in python files when declaring class,Lowest
Virtual Documents and compareFileWith command,Lowest
Allow setting a command event instead of an shortcut key in keybindings,Lowest
Add setting to automatically hide the side bar,Highest
Please Support NSIS Script syntax highlighting,Lowest
Make navigation history stops configurable,Lowest
TypeScript - check when the globally installed typescript version differs from the VS Code one,Lowest
Expose TS formatter options as user settings,Lowest
"Allow file name to language associations via settings (fixes #3612, #2883)",Lowest
Give us a way to start or restart OmniSharp,Lowest
"VSCode walks all files under project, even excluded directories",Lowest
Allow modification of sidebar font size,Low
Hover message/tooltip on ruler when defining decorators,Low
"[CSharp] Have ""add using ..."" on top in quick fix dialog ",Lowest
Backspace must decrease indent (as Shift-Tab do) when the line is empty,Lowest
Ctrl-K must cut up to the end of the line into the clipboard,High
[php] PHP Intellisense support is too poor,Lowest
Support for homebrew,Lowest
Extensions should be able to contribute file templates via a new UI feature - New File Template ... ,Lowest
Add support for internal links in previewHtml,Lowest
Debug adapter can't enable ExceptionBreakpointFilters by default,Lowest
[json] provide code assist for $schema,Lowest
"Add support for ""e.key"" keybindings in extension's `contributes.keybindings`",Lowest
GitHub Desktop not recognized by Visual Studio Code,Lowest
Configure selector keys for suggest widget,Lowest
Limit callstack walking for stop-all debug adapters,Lowest
When debugger stops on a function breakpoint - it is not obvious why the debugger stopped,Lowest
Possible to install extensions offline?,Lowest
Function breakpoints - protocol allows condition but no UI to set condition,Lowest
"Feature Request: Jumping between lines, selections and an uber-cool ""Goto"" ",Lowest
Show commands in `Command Palette` based on context (like `when` in KeyBindings),Lowest
[json] VSCode does not complain about syntactically broken JSON files,Lowest
Tune the extension tips appearance in status bar,Lowest
Request keyboard binding configurable to execute multiple actions,Lowest
[html] Add option to configure formatter,Lowest
Allow file name to language associations via settings,Lowest
[folding] [lua] Weird code folding with Lua,Lowest
Vim Style Key binding,Highest
[folding] Provide a parameterized code folding command to be called from an extension,Lowest
Provide a command to restart VS Code,High
Show a link button in error notifications,Lowest
Polish Indentation story,Lowest
Suggestion: Add option for Beautify / Format on Save,Lowest
Good First Bugs,Lowest
Recongize .xhtml files,Lowest
Option to turn off auto focus in file treeview,Lowest
Working files picker not discoverable,Lowest
[folding] Allow to fold a specific level,Lowest
showInputBox should allow to change contents based on input,Lowest
Integrate node-debug in nls tooling,Lowest
Suggestion: Add theme description to Preferences | Color Theme list,Lowest
Simplify --goto's usage,Lowest
"Request to add ""Close All Files Above / Below"" in Working Files list",Lowest
Suggestion: git branch list sorted by most recent commit,Lowest
Improve git partial staging discoverability,Low
Suggestion: collapse unchanged regions in diff,Highest
Get selected file/folder in the explorer view,Highest
Indentation: make it clear that the change is temporary,Lowest
setFunctionBreakpoints request is coming in after launch request,Lowest
"Re-implement ""open derived source"" feature",Lowest
Per-Syntax settings,Low
Add support for subword navigation/editing,High
Show release notes info message after every update,Lowest
Add ability to copy formatted code to clipboard,Highest
Provide outline information for Markdown files,Lowest
Save the splitted screens widths,Lowest
[folding] Expand action should restore cursor position inside folded region iff cursor didn't change since fold action,Lowest
"Consider changing ""files.autoSave"": ""afterDelay"" to ""on""",Lowest
intellisense doesn't work.no auto completion with inline javascript code in the .html file,Low
support to pass a 'More Information' url from the debug adapter to the frontend,Lowest
Files explorer : *Properties* command in the context menu,Lowest
JSDoc @constructor shows up in IntelliSense,Lowest
[themes] Themes don't support background styling,Highest
[folding] language-aware folding,Highest
Show image dimensions,Lowest
extension install shows non-applicable versions,Lowest
"[folding] markers of regions that intersect with the cursor should be visible, regardless of mouse hover",Lowest
`Reapply all breakpoints` seems like a bug exposed to the user,Lowest
Show unverified function breakpoints in debug viewlet,Lowest
Git checkout should also show remote branches,Lowest
Make the quick open prefixes configurable,Lowest
Make the keyboard focus outline configurable,Lowest
Polish about dialog ,Lowest
Allow multiple of the left panels to be displayed at once,Lowest
Link to API docs from intellisense,Lowest
Provide GUI for extensions/themes,Lowest
Provide GUI for settings,Highest
[folding] should not fold whitespace after function,High
[folding] Collapse ending brace to the same line,Highest
Allow output channel to stay in scroll position,Lowest
[folding] Folded block comments should show */,Lowest
[folding] Cannot code fold empty functions,Lowest
[folding] Add code folding for markdown based on heading level,Highest
Support a localized version of the Readme.md,Lowest
Keep IntelliSense open when moving cursor through already written identifier,Lowest
Install/Update/Uninstall extension should reload all Code instances,Lowest
Add ability to clear recently opened files from open file dialog,Medium
VSCode Debugging Toolbar is hidden behind message pop up,Lowest
Missing drag and drop editing support,Lowest
Folding: Unable to fold empty function,Lowest
Proposal: Improve keyboard navigation in text files,Lowest
Task runner problemMatcher could use an origin or source field,Lowest
Custom peek widgets,Highest
"Make debugger respect ""files.exclude"" or introduce a hiding mechanic",Lowest
Ability to insert dynamically generated snippets through extensions,Lowest
Support some way of launching without debugging like Visual Studio,Lowest
Don't show right sidebar when there is only one definition,Lowest
Node.js Cluster Example Fails under VS Code,Medium
File and folder icon theme feature,Lowest
"Custom menu entires, context menu entries, and action bar items",Medium
Add diff language mode for .diff and .patch files,Lowest
Add support for peeking to file found a relative path of current string,Lowest
call setExceptionBreakpoints only if more than one filter is specified in the corresponding capability,Lowest
Add a trace commandline option that logs actions on the file system,Lowest
[css] Order suggested CSS properties based on usage not alphabetically ,Medium
"Add action for ""Switch to Editor View""",Lowest
disable autocomplete in .txt files,Lowest
Redesign Feedback Form dialog,Lowest
Allow customization of mouse shortcuts,Highest
[snippets] Support snippet contribution on a specific file,Lowest
Add EOL option,Lowest
Add snippet support to tasks.json,Lowest
Display the full workspace path in UI,Medium
Support to theme the entire workbench,Highest
Show StoppedEvent.text in the UI,Lowest
Make relative cwd values relative to the workspace root,Lowest
Show corresponding commands when hovering over Git menu items,Lowest
Support octicons in show*Message dialogs,Lowest
The Call Stack debug pane doesn't offer tooltips for long function names,Lowest
Open folder not discoverable enough in no-workspace view,Lowest
previewHtml() support to define the server root path,Lowest
Breakpoint hover: use fixed-width font only when showing the breakpoint condition,Lowest
Offer the user to configure a task when the 'preLaunchTask' isn't found,Lowest
[css] CSS variables should offer same support as SASS/LESS variables,Lowest
Support than an extension can be labeled as a 'Trial',Lowest
can't open multiple folder in same window,Lowest
"""Add to Watch"" should be available while not debugging",Lowest
"When the ""Watch"" debug pane is empty there is no watermark and no action on hover",Lowest
Variable names in comments are inspectable while debugging,Lowest
Close default settings and keyboard bindings when closing user's settings file.,Lowest
Provide an option to stop scrolling revealing active file in explorer,Medium
Can we have something like Visual Studio's Browserlink in vscode ?,Lowest
onCommand activation does not work as expected for debugging command,Lowest
Have Windows support for the new launcher script,Lowest
suggestion: delete a couple of empty brackets quotes and html tags more easily,Lowest
Rules settings for the format code command,Low
[php] Add color to class and/or function names in Dark+ theme,Lowest
API: Allow to use the file watcher for aribitrary folders,Low
Switching windows should not close the commands list,Lowest
ext install <ID>,Lowest
show exception breakpoint options only if returned as capabilities,Lowest
Editor feature request : toUpperCase / toLowerCase command,Lowest
access electron API from vscode extension,High
[html][xml] HTML/XML Tags editing like Visual Studio does (in WPF editor),Lowest
Selection should include character under block cursor,Lowest
Distribute VS Code via a signed apt repository,High
Add EOL option,Lowest
"Request ""duplicate"" context menu item for tree view selection",Lowest
introduce new attribute for telemetry key in debuggers extension point ,Lowest
Running batch files does not prompt user,Lowest
"[handlebars] does not have a ""format code"" command in the command palette",Lowest
Keep undo history even when file changes outside Code,High
regex sub match math,Medium
Question: How to support both 0.10.7-insider and 0.10.8 with same package?,Lowest
Add the 'Toggle Wordwarp' command to the View menu,Lowest
How to find a location of word or regex match in a document,Lowest
Need to disable extensions not just uninstall them,High
Wrapping column settings by filetype,Lowest
Show other invisible characters with renderWhitespace option,Medium
Set shortcut key for Open Folder,Lowest
Please enable vscode extension in C#,Lowest
Improve Install experience on Mac,Lowest
Allow extensions to get a LanguageConfiguration for a language,High
CTRL+M toggles only when editor has focus,Lowest
[python] Integrate MagicPython into VS Code,Lowest
Publish VS Code sourcemaps,Lowest
Javascript Editor,Lowest
Multiple tasks don't prompt user,Lowest
Make debug hover extensible,Lowest
Possibility to assign keyboard shortcuts for snippets.,Lowest
Make it possible to pin working files...,Lowest
SCM provider API,Highest
Disable ligatures on current line,Medium
"Add export, import settings",Medium
PluginHost crash and no way to recover gracefully,Lowest
Find Widget doesn't trap focus,Lowest
Add offset-len version of range in TextDocumentContentChangeEvent ,Lowest
Support variables when resolving values in settings,Highest
Make it easier to add more file extensions to an existing colorizer/language,Lowest
Make panel position configurable,Highest
Please support source maps with inlined source code,Lowest
Navigate Soft Tabs As If They Are Hard Tabs,High
[grammars] Pluggable syntax highlight engine for templating languages between backticks ``,Medium
Line highlighting not working with Find,Lowest
Feedback: Missing Plugins,Lowest
[html] Add support for custom tag providers for HTML,Medium
Run normally without debug,Lowest
Can't pass in harmony flags in extension development.,Lowest
Configure user task runner,Lowest
Need API to for lines visible in viewport,Lowest
Feature request: command to hard wrap text block at certain column (Sublime Text: cmd+shift+Q),Lowest
Visual Studio Code PHP/HTML Intellisense Issue?,Medium
Automatically Activate Markdown Preview,High
Add posibility for a language to define indentation settings,Medium
Is it possible to extend the colorizer for markdown in an extension?,Lowest
Allow for empty editor panes,Highest
Provide a setting to add each opened file as pinned editor,Lowest
[Feature-request] Debug-hover variable when not at breakpoint,Lowest
Reaching breakpoint shouldn't show the hidden side bar,Lowest
[ExtensionDev] Expose API to get at file system locations,Medium
activationEvents.workspaceContains doesn't fire for directory,Lowest
Auto dismiss messages,Lowest
Add launch option that allows run node project by npm script,High
Cursor over variables does not work on members on current debugging line,Lowest
Git: Automatically insert line breaks in git commit messages,High
Add -d --diff switch to open two files in diff view,Lowest
Cannot disable emmet vendor prefixes,Lowest
Provide an option to disable fuzzy matching in file picker,Lowest
Gather metrics on Linux distribution,Lowest
Support to open a project folder in multiple VS Code windows,Highest
Add LICENSE link to command palette for installing extensions,Lowest
Disable insertion of whitespace on new line,Lowest
remove mono-debug from VS Code and move it to market place,Lowest
Use different color for 'console' output category,Lowest
"Provide action to ""Open definition to the side""",Lowest
Feature request: Resize grip on find/replace popup,Lowest
Implement word wrapping for non monospace fonts,Medium
"Feature Request: ""Close all but this"" context menu option for working files",Lowest
Add an option to ignore YAML front-matter data when previewing,Lowest
feature request: Auto import dependencies,Highest
More types for CompletionItemKind enum,Lowest
Support wildcards for files when running from command line,Lowest
Add more entries from the About menu to command pallette,Lowest
Seed the native file dialog with the parent of the currently active file,Lowest
surface the TRACE feature of node-debug,Lowest
Repl: reveal last line when I expand an object,Lowest
[json] Auto-install imported/required npm packages,Lowest
Allow to make edits to binary files,Highest
Add option to turn off anti-aliasing for editor font.,High
Coffeescript object notation (*.cson) should be associated with the coffeescript language,Lowest
Feature Requests: Add command/button to git branch delete (local and remote),Low
Debugger isn't showing TypeScript source,Lowest
Fully Support Visual Basic (VB),Lowest
[themes] Make it possible to import themes from https://studiostyl.es/,Lowest
Add appendText option to DecorationOptions,Low
Debug actions pane often blocks file names,Highest
Allow to disable textual completion prosals for an position or language,Lowest
Copy value also includes quotes,Lowest
[php] Don't activate auto-completion prompts inside known comment blocks,Lowest
Introduce status bar indentation switcher,Lowest
Use web view for html preview part,Lowest
postLaunchTask would be very useful,High
Feature request: prettify symbols mode,Lowest
Introduce version variable to vscode extension API,Lowest
"Show the ""Windows"" menu on Windows and Linux too",Lowest
Up and down arrows should jump through splitview headers,Lowest
Failed preLaunchTask's should abort debugger launch,Lowest
[json] JSON could complete identifier with quotes,Lowest
[json] schema less JSON intellisense could be smarter,Lowest
cannot copy from watch view,Lowest
No code complete on command ids,Lowest
Virtual documents: allow the document to be colored with a mode,Lowest
Implement focus indication for editors and panels,Lowest
Virtual documents: Allow me to provide a description label for the editor,Lowest
Automatically adjust ulimit for Mac/Linux when running Code,Lowest
"one tiny change - ""Go To Definition in on Side""",Lowest
[json] No code complete for $schema property name,Lowest
Debug hover: does not seem to work so well when in file inlined from source map,Lowest
Show output indicator instead of opening the Debug console on output,Lowest
Indicate in the UI that conditional breakpoints are not supported by a debug adapter,Lowest
Add math support to Markdown,Low
"Automatically indent ""end"" for ruby code",Highest
Code complete in conditional breakpoints,Lowest
No drag and drop text support in editor?,Medium
Task.json shouldn't need to be manually created to build .NET projects before debugging,Lowest
decreaseIndentPattern doesn't always take effect,Lowest
Allow to customize word wrap for each language,Low
[Suggestion] Git Blame info in gutter,High
[html] VSCode doesn't automatically close HTML tags,High
express lack of completeness for completion items,Lowest
Allow to bind keybindings for opening individual indexes of the opened editors,Lowest
[python] Replace TextMate for Python syntax highlighting,Lowest
